id,user_id,media_id,type,created_at,updated_at
e1839434-b738-4efc-a125-3868ec49d55c,3cd8f3cf-7097-4ac9-bf44-87f834210d59,a1ae9714-1947-4eee-811c-e3b15fb91e63,negative,2023-05-22 11:24:50.415937 +00:00,2023-05-22 12:04:49.391923 +00:00
5ffe7f14-b6db-4ac9-8939-28fa43c13d5c,3cd8f3cf-7097-4ac9-bf44-87f834210d59,a69d15b3-5592-4b47-8388-804e633cfec9,negative,2023-05-22 11:24:52.618894 +00:00,2023-05-22 12:05:11.296441 +00:00
38713b5b-f801-4799-aa33-3a6d2cdc48b0,3cd8f3cf-7097-4ac9-bf44-87f834210d59,076efa4c-bed7-4569-9927-17faac424d3c,negative,2023-05-22 11:24:55.063684 +00:00,2023-05-22 12:05:12.749613 +00:00
146fc1ba-46c9-4249-9647-760e90da94fb,3cd8f3cf-7097-4ac9-bf44-87f834210d59,cdf6f302-4847-44c2-89ec-66de11e5fd13,positive,2023-05-22 11:24:58.684171 +00:00,2023-05-22 12:05:21.930350 +00:00
4d58d1f1-0127-44d1-a95f-71c7b053ebfe,3cd8f3cf-7097-4ac9-bf44-87f834210d59,ddd88fac-702e-4e00-9018-eee11a0f954c,negative,2023-05-22 11:25:01.415400 +00:00,2023-05-22 12:05:23.454418 +00:00
f83216d8-e923-4406-981d-52446fd464e2,3cd8f3cf-7097-4ac9-bf44-87f834210d59,af73a6e2-f1bd-4cad-8b22-fa3c6aa2c2e3,negative,2023-05-22 11:25:04.724037 +00:00,2023-05-22 12:05:24.887324 +00:00
bae58820-bbf8-49d7-a142-a95fbd105634,3cd8f3cf-7097-4ac9-bf44-87f834210d59,920bb2c3-11c8-4ca6-a226-ff0925216c34,negative,2023-05-22 11:25:06.525192 +00:00,2023-05-22 12:05:26.132840 +00:00
db342700-4716-4f9a-85ad-b5577b09e74c,3cd8f3cf-7097-4ac9-bf44-87f834210d59,d326e75f-3b8a-485c-b447-52907d736024,negative,2023-05-22 11:25:16.490099 +00:00,2023-05-22 12:05:27.579066 +00:00
b822799c-f00e-46ee-8a40-2fc89dbe1cbf,3cd8f3cf-7097-4ac9-bf44-87f834210d59,33256584-2318-40b5-9391-dbc42c1afe0d,negative,2023-05-22 11:25:39.072222 +00:00,2023-05-22 12:05:28.892493 +00:00
3b296c40-5e56-4b04-9b94-67eefa6995fd,3cd8f3cf-7097-4ac9-bf44-87f834210d59,38cc11b6-a742-4aca-be09-6211d9c1daa2,negative,2023-05-22 11:25:25.073425 +00:00,2023-05-22 12:05:52.924722 +00:00
a276aaaa-773c-4990-9558-901059e94013,3cd8f3cf-7097-4ac9-bf44-87f834210d59,1d4645e3-2e69-40fa-8a33-8acb22d24d11,negative,2023-05-22 11:25:26.691192 +00:00,2023-05-22 12:05:54.254874 +00:00
b336a49d-b23b-4a3a-a3b5-5486ccbda00c,3cd8f3cf-7097-4ac9-bf44-87f834210d59,491038ab-f979-42ef-a68a-eb29dd035b4c,negative,2023-05-22 11:25:29.384781 +00:00,2023-05-22 12:05:59.093743 +00:00
84621ab8-3a87-41e4-9041-897bf8ebbc69,3cd8f3cf-7097-4ac9-bf44-87f834210d59,ea762481-7b40-4a39-b07a-b98c75e5e377,negative,2023-05-22 11:25:30.961125 +00:00,2023-05-22 12:06:17.991402 +00:00
9a588b15-d63c-455a-99e9-40f3e3384cf3,3cd8f3cf-7097-4ac9-bf44-87f834210d59,009d0325-c6e0-4e43-acea-3d17531ea274,positive,2023-05-22 11:25:52.458756 +00:00,2023-05-22 12:06:20.250754 +00:00
ce3ba34a-1507-4123-bed5-5f1bf11cb365,3cd8f3cf-7097-4ac9-bf44-87f834210d59,0074866c-6292-430a-83fd-a8e649daed4c,negative,2023-05-22 11:25:32.452580 +00:00,2023-05-22 12:06:40.446456 +00:00
a7878dd3-c4af-40e1-bcdf-e93efc5ffdc9,3cd8f3cf-7097-4ac9-bf44-87f834210d59,29d3c7ba-c73e-486a-a215-5b67e17a2bbe,negative,2023-05-22 11:25:36.729617 +00:00,2023-05-22 12:06:41.501884 +00:00
9ad6815c-77c2-4b45-ae15-2035cd6792bd,3cd8f3cf-7097-4ac9-bf44-87f834210d59,e14de288-0635-4346-b5ea-4280d129344e,negative,2023-05-22 11:25:37.207926 +00:00,2023-05-22 12:06:42.521675 +00:00
1df88dca-c875-491c-a14b-ba7ec0b5291d,3cd8f3cf-7097-4ac9-bf44-87f834210d59,895b3d6e-15e4-4c41-ba9f-10c4e0a02a04,negative,2023-05-22 11:26:05.154565 +00:00,2023-05-22 12:06:43.518741 +00:00
1ac8fa7f-98b2-49b1-8479-46d3f8629d50,3cd8f3cf-7097-4ac9-bf44-87f834210d59,2c6adfe2-c6f8-4f00-b672-d2db34094af5,negative,2023-05-22 11:25:37.676539 +00:00,2023-05-22 12:06:48.476219 +00:00
78317754-b1b3-4f75-ab6d-7f84cfd3084b,3cd8f3cf-7097-4ac9-bf44-87f834210d59,24e602bf-5658-425e-9a6a-b2eba66c8401,negative,2023-05-22 11:25:40.940466 +00:00,2023-05-22 12:06:51.025407 +00:00
e682c8ac-410c-461c-8b9c-789f0976d6a0,3cd8f3cf-7097-4ac9-bf44-87f834210d59,fd363347-037f-40ee-8ec2-0ef8d271f4ab,negative,2023-05-22 11:25:41.870124 +00:00,2023-05-22 12:06:56.060350 +00:00
179a2186-c124-4d55-b6d4-4540fd68fb64,3cd8f3cf-7097-4ac9-bf44-87f834210d59,eab4642e-6b3f-452d-bbc4-524eaca9d327,negative,2023-05-22 11:25:43.582173 +00:00,2023-05-22 12:06:57.597349 +00:00
a5924a6f-3242-4b12-8929-abd863401072,3cd8f3cf-7097-4ac9-bf44-87f834210d59,91ad9e8e-8a76-40b5-9335-3aa1c3aaa851,negative,2023-05-22 11:25:45.124672 +00:00,2023-05-22 12:07:00.107115 +00:00
728b3c6b-7c61-4653-84d4-3c8fcb50a6be,3cd8f3cf-7097-4ac9-bf44-87f834210d59,9650f324-f9e0-4554-b769-4d7007048a4b,negative,2023-05-22 11:25:51.276314 +00:00,2023-05-22 12:07:01.653497 +00:00
1d65d59c-6923-48a0-997e-f36a15606435,3cd8f3cf-7097-4ac9-bf44-87f834210d59,3b3ec30f-e959-4e51-a9a2-42d379b81fca,negative,2023-05-22 11:26:02.571776 +00:00,2023-05-22 12:07:03.123652 +00:00
d6fc9647-ee96-4506-ba1e-b3e14abc174b,3cd8f3cf-7097-4ac9-bf44-87f834210d59,550f8a9d-0675-4686-a188-84ad4b7b9c59,negative,2023-05-22 11:26:06.531533 +00:00,2023-05-22 12:07:04.737412 +00:00
a5c55b8f-f500-459a-971f-216c66b9cd8d,3cd8f3cf-7097-4ac9-bf44-87f834210d59,f922aaed-09ca-4f14-83ed-3c92d04f2e8a,negative,2023-05-22 11:26:13.763852 +00:00,2023-05-22 12:07:05.943893 +00:00
8da1e5a8-dbb2-43c0-811b-bed4af5ca59a,3cd8f3cf-7097-4ac9-bf44-87f834210d59,40ae2fb5-8ebf-4634-affd-66e89bfa4275,negative,2023-05-22 11:26:30.068507 +00:00,2023-05-22 12:07:08.460888 +00:00
f2d5d632-188f-4ee6-9155-46bbdf3beed9,3cd8f3cf-7097-4ac9-bf44-87f834210d59,e6736f44-85aa-4969-84ab-188c1c95b9e8,negative,2023-05-22 11:27:02.901708 +00:00,2023-05-22 12:07:11.628359 +00:00
06e66cb9-372c-4537-804e-554c5d8e2e36,3cd8f3cf-7097-4ac9-bf44-87f834210d59,67a8b23c-c863-4871-bdc5-70bc84530eee,negative,2023-05-22 11:27:06.117386 +00:00,2023-05-22 12:07:51.732631 +00:00
3e8b3bce-3c6d-4037-bab2-5b4d2b86fa0e,3cd8f3cf-7097-4ac9-bf44-87f834210d59,7f42133e-ece0-4227-9993-3e7bcb6a03fd,negative,2023-05-22 11:27:21.275593 +00:00,2023-05-22 12:07:53.647124 +00:00
acfe75f5-d710-493d-ac15-7d697306b3ea,3cd8f3cf-7097-4ac9-bf44-87f834210d59,c4585951-5a2e-4439-a587-e8ebdcd4eda2,negative,2023-05-22 11:27:22.670356 +00:00,2023-05-22 12:07:55.291678 +00:00
f92dee7d-c52c-4990-aaf1-a62704daf4b4,3cd8f3cf-7097-4ac9-bf44-87f834210d59,c911abfe-ff32-4e24-ae0b-2fb17c0bbbc1,negative,2023-05-22 11:28:56.282156 +00:00,2023-05-22 12:07:56.628652 +00:00
68ffd865-a6ec-46f0-ab1f-5aaafc64fbd6,3cd8f3cf-7097-4ac9-bf44-87f834210d59,d894e112-c962-47c4-818c-c1dfaf5416cd,negative,2023-05-22 11:29:00.880557 +00:00,2023-05-22 12:07:57.947622 +00:00
2d5f521f-c0d9-4552-9bce-8c622d8c9a95,3cd8f3cf-7097-4ac9-bf44-87f834210d59,38741e85-ff78-412a-8c31-80411bcc6675,negative,2023-05-22 11:29:02.486503 +00:00,2023-05-22 12:08:07.171149 +00:00
1d6a7f85-a8c3-4460-84eb-7d6d718a508e,3cd8f3cf-7097-4ac9-bf44-87f834210d59,16791f96-b0cf-4e47-aaf8-6ee18a6393ae,negative,2023-05-22 11:29:09.542006 +00:00,2023-05-22 12:08:09.843658 +00:00
9ee89c36-17fb-4414-aad8-1bceebc830e7,3cd8f3cf-7097-4ac9-bf44-87f834210d59,02c5d2b1-4017-46b0-881d-34812f2bcc33,negative,2023-05-22 11:29:10.669959 +00:00,2023-05-22 12:08:15.368281 +00:00
48127283-75c2-4ffb-bf48-36ae0d006716,3cd8f3cf-7097-4ac9-bf44-87f834210d59,79f11784-8627-403c-8ee1-ca34981ebe6b,negative,2023-05-22 11:29:13.299019 +00:00,2023-05-22 12:08:16.391104 +00:00
5d185089-8ca0-4210-8447-694cc3bc0b46,3cd8f3cf-7097-4ac9-bf44-87f834210d59,4431888b-0c18-41bd-91c7-62222a987d1f,negative,2023-05-22 11:29:14.357579 +00:00,2023-05-22 12:08:17.300476 +00:00
b477b0f8-25ba-466c-bdd4-c8486fe4877d,3cd8f3cf-7097-4ac9-bf44-87f834210d59,5a26c947-e1ef-4375-ba7b-7ef8c482f035,positive,2023-05-22 11:29:22.579022 +00:00,2023-05-22 12:09:07.864356 +00:00
69fb5642-a6e2-4edc-aea8-37ec72d06d27,3cd8f3cf-7097-4ac9-bf44-87f834210d59,0e643cec-16f6-489d-b404-a26277959cfa,negative,2023-05-22 11:29:24.057217 +00:00,2023-05-22 12:09:09.299533 +00:00
0f259cdf-7482-48c1-baee-1354fa2f408b,3cd8f3cf-7097-4ac9-bf44-87f834210d59,dda1dc00-fe62-4ab2-82e8-296ba66ff100,negative,2023-05-22 11:29:24.985509 +00:00,2023-05-22 12:09:15.646747 +00:00
ff7df5cb-dd9b-4372-bbcc-7efcc5528182,3cd8f3cf-7097-4ac9-bf44-87f834210d59,0d03c5f4-55f1-4042-95da-abc0f1eb3791,negative,2023-05-22 11:29:28.914765 +00:00,2023-05-22 12:10:28.763940 +00:00
4e1836a1-40bc-4f8f-8f79-6b8a4868f8f7,3cd8f3cf-7097-4ac9-bf44-87f834210d59,2e130b5b-7146-4d0d-a629-bd1c5f928864,negative,2023-05-22 11:29:32.394263 +00:00,2023-05-22 12:10:38.690686 +00:00
c610aa35-c475-49e9-91dd-3c273b7ae701,3cd8f3cf-7097-4ac9-bf44-87f834210d59,f5111dcb-1824-42f5-b24a-2e6d49d307b2,negative,2023-05-22 11:29:34.620219 +00:00,2023-05-22 12:10:40.091973 +00:00
1d77eaae-2794-4b74-b95e-d0eff12a4c98,3cd8f3cf-7097-4ac9-bf44-87f834210d59,73181d78-c6db-4b8f-a834-9f1b07fa5cab,negative,2023-05-22 11:29:38.139934 +00:00,2023-05-22 12:10:41.914169 +00:00
ae207f31-4b86-4072-a6b7-15c96bd42069,3cd8f3cf-7097-4ac9-bf44-87f834210d59,e9341dd5-c75e-4c7d-9931-b70f21a588dc,negative,2023-05-22 11:29:41.425549 +00:00,2023-05-22 12:11:09.631941 +00:00
db824ce6-faee-40cb-8645-201f6bf49944,3cd8f3cf-7097-4ac9-bf44-87f834210d59,9aebb890-cb68-4456-b157-b5a34fb66ce4,negative,2023-05-22 11:29:43.346313 +00:00,2023-05-22 12:11:11.256424 +00:00
955a2881-5735-4df9-9f4b-4e51dfe06254,3cd8f3cf-7097-4ac9-bf44-87f834210d59,bc8766af-5d8d-4701-9f2d-6f861085b902,negative,2023-05-22 11:29:47.250466 +00:00,2023-05-22 12:11:12.423794 +00:00
6f9c7818-26c9-4d35-a328-5a068bf4ee0f,3cd8f3cf-7097-4ac9-bf44-87f834210d59,bc74e57f-223d-49e8-9362-e0144cafd193,negative,2023-05-22 11:29:52.289414 +00:00,2023-05-22 12:11:13.995718 +00:00
8d284b01-e36d-4cab-b2dd-f354e70aa759,3cd8f3cf-7097-4ac9-bf44-87f834210d59,c46a7967-a29b-4e11-8f83-327a9f411712,negative,2023-05-22 11:29:53.298230 +00:00,2023-05-22 12:11:15.500723 +00:00
2c5fe3fa-9036-4ea2-ae44-8f3a9ac4b901,f5319987-66cb-40a1-b12c-0a3360db7819,c2e8fd02-74a0-42fc-bbce-f63eb27b2de7,negative,2023-05-22 11:22:33.271939 +00:00,2023-06-18 17:20:02.643367 +00:00
fa8e93e3-7d9c-4e00-8e0a-75342fd60b3c,3cd8f3cf-7097-4ac9-bf44-87f834210d59,4d84ca8b-b817-4289-a4a0-098c2bdb0b63,positive,2023-05-22 11:30:30.278813 +00:00,2023-05-22 11:30:30.278813 +00:00
a7a2367d-b089-455c-b341-9c64739189d5,3cd8f3cf-7097-4ac9-bf44-87f834210d59,e3438290-7fb2-461a-b8c8-59deabee2fff,positive,2023-05-22 11:31:21.523393 +00:00,2023-05-22 11:31:21.523393 +00:00
c11d8a9c-cae3-4c8a-ba2c-f2e3018acde1,3cd8f3cf-7097-4ac9-bf44-87f834210d59,51e3d592-25ad-430f-bc93-93fd69cbff86,positive,2023-05-22 11:31:54.314704 +00:00,2023-05-22 11:31:54.314704 +00:00
f01a6d60-7631-405f-8c6b-9779ae914844,3cd8f3cf-7097-4ac9-bf44-87f834210d59,cbf252a9-5b8a-4574-8568-7133f971dd94,negative,2023-05-22 11:29:55.629755 +00:00,2023-05-22 12:11:17.502930 +00:00
adb66e32-4a38-42e5-b36f-6323fce665f6,3cd8f3cf-7097-4ac9-bf44-87f834210d59,9d35d50a-59b6-4387-a388-df70f409d4d2,negative,2023-05-22 11:29:57.142415 +00:00,2023-05-22 12:11:19.591767 +00:00
054d5da2-1e38-49db-9e76-bcd49228bd52,3cd8f3cf-7097-4ac9-bf44-87f834210d59,068bf52c-ccae-42ee-9b92-9ebc0628a999,negative,2023-05-22 11:29:59.858702 +00:00,2023-05-22 12:11:23.844195 +00:00
7a98a4d9-4de2-4de1-98e9-38ee4b968e6f,3cd8f3cf-7097-4ac9-bf44-87f834210d59,92836710-de42-4dc8-baab-cf91555f7c50,negative,2023-05-22 11:30:00.892535 +00:00,2023-05-22 12:11:25.892308 +00:00
6d2160f8-8e0f-4c95-8822-337a59a61231,3cd8f3cf-7097-4ac9-bf44-87f834210d59,7e99b8af-061b-409b-87a1-1565c7d269dc,negative,2023-05-22 11:30:03.692513 +00:00,2023-05-22 12:11:40.565329 +00:00
bd987335-92a1-4568-9e42-cc93c8402bc3,3cd8f3cf-7097-4ac9-bf44-87f834210d59,158b3bdd-7f02-47d3-850d-17d5cf184b29,negative,2023-05-22 11:30:33.392027 +00:00,2023-05-22 12:11:48.462841 +00:00
060cde87-df67-4886-9c78-e5e5f5d7079b,3cd8f3cf-7097-4ac9-bf44-87f834210d59,e75177f0-2ec0-4965-85f7-e042cceb16df,negative,2023-05-22 11:30:34.793962 +00:00,2023-05-22 12:12:08.049991 +00:00
df22c91a-6294-4c1b-9e5f-459a535e2d9a,3cd8f3cf-7097-4ac9-bf44-87f834210d59,99d7e758-cffe-476e-97e0-e84e37857465,negative,2023-05-22 11:30:35.690923 +00:00,2023-05-22 12:12:09.181772 +00:00
34b00f23-7620-4612-8940-4d22aae58144,3cd8f3cf-7097-4ac9-bf44-87f834210d59,b91c9726-791c-4fda-a23f-80fa43818840,negative,2023-05-22 11:30:39.484545 +00:00,2023-05-22 12:12:16.942771 +00:00
83f9a479-f64f-42cb-8252-de3e8be47333,3cd8f3cf-7097-4ac9-bf44-87f834210d59,38730676-8f84-4331-8006-1e665cdff316,negative,2023-05-22 11:30:46.957768 +00:00,2023-05-22 12:12:25.954207 +00:00
77d3de74-362f-4ebe-860f-5db9062ab0d8,3cd8f3cf-7097-4ac9-bf44-87f834210d59,200fecc4-f926-407b-a86c-ec53086547b0,negative,2023-05-22 11:30:51.528922 +00:00,2023-05-22 12:12:27.201116 +00:00
6700b1da-c98a-4892-bd50-1d0035542ac7,3cd8f3cf-7097-4ac9-bf44-87f834210d59,64275b9c-bb1a-4870-80a2-32e7fec74a7a,negative,2023-05-22 11:31:01.762040 +00:00,2023-05-22 12:12:35.206487 +00:00
7eb79cd7-d3eb-4a6c-ac4a-72c3c77dd299,3cd8f3cf-7097-4ac9-bf44-87f834210d59,edf11773-0a2b-4628-a2f6-2e19155ddc7e,negative,2023-05-22 11:31:05.813123 +00:00,2023-05-22 12:12:36.795873 +00:00
9646fb20-c20b-4947-a32b-51197ed0fe3c,3cd8f3cf-7097-4ac9-bf44-87f834210d59,35a7256d-ba08-4c25-b41e-c1b9e4818655,negative,2023-05-22 11:31:18.155045 +00:00,2023-05-22 12:13:26.112118 +00:00
5af84dd2-2b60-407f-8ef0-919f93df6da4,3cd8f3cf-7097-4ac9-bf44-87f834210d59,ed609907-f325-4d7a-8032-2131b131140e,negative,2023-05-22 11:31:22.671035 +00:00,2023-05-22 12:13:27.267452 +00:00
09b2e496-b365-4b6c-8f2c-a12ec3f2e416,3cd8f3cf-7097-4ac9-bf44-87f834210d59,aa7b49a9-1767-41aa-99c4-e99dd7f0e1de,negative,2023-05-22 11:31:23.881197 +00:00,2023-05-22 12:13:28.295376 +00:00
503127e4-a1b2-44b1-b991-a2969d25800d,3cd8f3cf-7097-4ac9-bf44-87f834210d59,a923c407-b6fb-4523-81b9-32db962384d6,negative,2023-05-22 11:31:26.558478 +00:00,2023-05-22 12:13:30.553705 +00:00
f8aa95e8-479f-4cda-ba36-1896780f135f,3cd8f3cf-7097-4ac9-bf44-87f834210d59,5f293203-b267-43b1-a598-c880e67184cb,negative,2023-05-22 11:31:33.312729 +00:00,2023-05-22 12:13:31.553645 +00:00
cb18bd4d-98fa-4507-9cc6-ffa65c3b4558,3cd8f3cf-7097-4ac9-bf44-87f834210d59,c231cc70-b204-44b3-8545-279d5f8c8c19,negative,2023-05-22 11:31:55.579011 +00:00,2023-05-22 12:13:32.534039 +00:00
04fabb24-651e-4b95-beaa-505babab4e14,3cd8f3cf-7097-4ac9-bf44-87f834210d59,e4ea963f-b90e-4abb-a91a-d66085791747,negative,2023-05-22 11:31:56.540207 +00:00,2023-05-22 12:13:33.884524 +00:00
caedd159-fb55-4653-8b33-4089d5f1d22a,3cd8f3cf-7097-4ac9-bf44-87f834210d59,0f93e81a-8084-40a1-b729-58f359cc15e6,negative,2023-05-22 11:31:58.475729 +00:00,2023-05-22 12:13:36.452720 +00:00
8f2d8bef-70b1-40bc-9a6a-f5b8e29382fc,3cd8f3cf-7097-4ac9-bf44-87f834210d59,fda06916-f14d-4e6f-8c04-6f7d591cf8d9,negative,2023-05-22 11:31:59.249609 +00:00,2023-05-22 12:13:37.309577 +00:00
c08025d6-55eb-4272-b2c6-e7006172bcfc,3cd8f3cf-7097-4ac9-bf44-87f834210d59,0099926c-3ed5-4a35-8fa3-f09fba237274,negative,2023-05-22 11:32:00.920057 +00:00,2023-05-22 12:13:38.222323 +00:00
4daf07e4-4566-411b-ac4f-d4be1d77244b,3cd8f3cf-7097-4ac9-bf44-87f834210d59,729fde14-7c66-45ab-a9a2-3c72d25a2396,negative,2023-05-22 11:32:03.839167 +00:00,2023-05-22 12:13:41.318436 +00:00
af1ef930-7dc3-4d65-acbd-4728bbdfb579,3cd8f3cf-7097-4ac9-bf44-87f834210d59,6ab208fe-1f08-4276-8f92-8a6cbf5dd3a1,negative,2023-05-22 11:32:06.386835 +00:00,2023-05-22 12:13:43.368199 +00:00
a90f3004-706f-4d34-9f10-74908bfd479d,3cd8f3cf-7097-4ac9-bf44-87f834210d59,e4082f01-c42c-4c3b-9d2d-069f81a769f9,negative,2023-05-22 11:32:07.263717 +00:00,2023-05-22 12:14:37.894267 +00:00
0599c7a6-63dc-477d-8ba4-37bb1c5d0f89,3cd8f3cf-7097-4ac9-bf44-87f834210d59,7394017f-e5d3-44a9-8bf9-9ddf3772633a,negative,2023-05-22 11:32:08.431886 +00:00,2023-05-22 12:15:28.472999 +00:00
19fa3d40-debe-4a75-9b86-6e0fb9924a69,3cd8f3cf-7097-4ac9-bf44-87f834210d59,03a50c61-6a9d-420a-8fc7-5c63d9b49b92,negative,2023-05-22 11:32:09.464477 +00:00,2023-05-22 12:15:29.645752 +00:00
f28473d3-dc51-46af-a413-613ac3450118,3cd8f3cf-7097-4ac9-bf44-87f834210d59,5fd14b88-2066-4819-a02a-dd771358c36d,negative,2023-05-22 11:32:10.329840 +00:00,2023-05-22 12:15:30.539618 +00:00
991e9d8d-bf29-4254-902d-56c3f691e8bb,3cd8f3cf-7097-4ac9-bf44-87f834210d59,77c860c3-0d39-440a-a22b-ef3f539b968d,positive,2023-05-22 11:30:28.843637 +00:00,2023-05-22 11:30:28.843637 +00:00
dab3c500-8182-484a-9378-846b8980e8db,3cd8f3cf-7097-4ac9-bf44-87f834210d59,7aa9b1f2-765e-47b5-921c-d27a8c292683,positive,2023-05-22 11:30:59.003952 +00:00,2023-05-22 11:30:59.003952 +00:00
6255a2d6-97cb-488a-93ba-78ddbe5689a2,3cd8f3cf-7097-4ac9-bf44-87f834210d59,82f44720-22b7-41a9-9e63-a8cf33e56624,positive,2023-05-22 11:31:03.765638 +00:00,2023-05-22 11:31:03.765638 +00:00
4a173bf6-d7a1-4140-8351-9cf69d93d2f1,3cd8f3cf-7097-4ac9-bf44-87f834210d59,e815f5f0-f441-479c-b834-84c90dc5797d,negative,2023-05-22 11:24:57.184954 +00:00,2023-05-22 12:05:14.422228 +00:00
1a7ccba2-8286-428b-b069-2024bd1dcb22,f5319987-66cb-40a1-b12c-0a3360db7819,44d2e8f3-1c0e-427a-bbe1-02690314b057,negative,2023-05-22 11:47:57.676131 +00:00,2023-05-22 11:47:57.676131 +00:00
